sent11,《,19
sent12,远,190
sent13,程,190
sent14,教,190
sent15,育,190
sent16,杂,190
sent17,志,190
sent18,》,190
sent19,系,0
sent110,C,17
sent111,S,170
sent112,S,170
sent113,C,170
sent114,I,170
sent115,来,0
sent116,源,0
sent117,期,0
sent118,刊,0
sent119,，,0
sent120,是,0
sent121,由,0
sent122,浙,14
sent123,江,140
sent124,开,140
sent125,放,140
sent126,大,140
sent127,学,140
sent128,主,0
sent129,办,0
sent130,的,0
sent131,一,0
sent132,本,0
sent133,紧,0
sent134,密,0
sent135,追,0
sent136,踪,0
sent137,与,0
sent138,反,0
sent139,映,0
sent140,国,0
sent141,内,0
sent142,外,0
sent143,现,0
sent144,代,0
sent145,远,2
sent146,程,22
sent147,教,22
sent148,育,22
sent149,、,0
sent150,教,2
sent151,育,22
sent152,技,22
sent153,术,22
sent154,及,0
sent155,相,0
sent156,关,0
sent157,领,0
sent158,域,0
sent159,的,0
sent160,前,0
sent161,沿,0
sent162,脉,0
sent163,搏,0
sent164,、,0
sent165,选,0
sent166,题,0
sent167,与,0
sent168,研,0
sent169,究,0
sent170,新,0
sent171,进,0
sent172,展,0
sent173,，,0
sent174,为,0
sent175,广,0
sent176,大,0
sent177,读,0
sent178,者,0
sent179,/,0
sent180,作,0
sent181,者,0
sent182,展,0
sent183,示,0
sent184,广,0
sent185,阔,0
sent186,的,0
sent187,教,0
sent188,育,0
sent189,研,0
sent190,究,0
sent191,图,0
sent192,景,0
sent193,的,0
sent194,新,0
sent195,锐,0
sent196,学,0
sent197,术,0
sent198,性,0
sent199,杂,0
sent1100,志,0
sent1101,。,0
sent21,《,19
sent22,华,190
sent23,东,190
sent24,师,190
sent25,范,190
sent26,大,190
sent27,学,190
sent28,学,190
sent29,报,190
sent210,（,190
sent211,教,190
sent212,育,190
sent213,科,190
sent214,学,190
sent215,版,190
sent216,）,190
sent217,》,190
sent218,创,0
sent219,刊,0
sent220,于,0
sent221,1,1
sent222,9,11
sent223,8,11
sent224,3,11
sent225,年,11
sent226,，,0
sent227,是,0
sent228,由,0
sent229,中,5
sent230,华,55
sent231,人,55
sent232,民,55
sent233,共,55
sent234,和,55
sent235,国,55
sent236,教,14
sent237,育,140
sent238,部,140
sent239,主,0
sent240,管,0
sent241,、,0
sent242,华,14
sent243,东,140
sent244,师,140
sent245,范,140
sent246,大,140
sent247,学,140
sent248,主,0
sent249,办,0
sent250,的,0
sent251,学,0
sent252,术,0
sent253,性,0
sent254,期,0
sent255,刊,0
sent256,。,0
sent31,《,19
sent32,电,190
sent33,化,190
sent34,教,190
sent35,育,190
sent36,研,190
sent37,究,190
sent38,》,190
sent39,由,0
sent310,西,14
sent311,北,140
sent312,师,140
sent313,范,140
sent314,大,140
sent315,学,140
sent316,、,0
sent317,中,14
sent318,国,140
sent319,电,140
sent320,化,140
sent321,教,140
sent322,育,140
sent323,研,140
sent324,究,140
sent325,会,140
sent326,主,0
sent327,办,0
sent328,，,0
sent329,电,19
sent330,化,190
sent331,教,190
sent332,育,190
sent333,研,190
sent334,究,190
sent335,编,0
sent336,辑,0
sent337,部,0
sent338,编,0
sent339,辑,0
sent340,出,0
sent341,版,0
sent342,，,0
sent343,面,0
sent344,向,0
sent345,国,0
sent346,内,0
sent347,外,0
sent348,公,0
sent349,开,0
sent350,发,0
sent351,行,0
sent352,。,0
sent41,《,19
sent42,中,190
sent43,国,190
sent44,电,190
sent45,化,190
sent46,教,190
sent47,育,190
sent48,》,190
sent49,创,0
sent410,刊,0
sent411,于,0
sent412,1,1
sent413,9,11
sent414,8,11
sent415,0,11
sent416,年,11
sent417,，,0
sent418,是,0
sent419,由,0
sent420,中,5
sent421,华,55
sent422,人,55
sent423,民,55
sent424,共,55
sent425,和,55
sent426,国,55
sent427,教,14
sent428,育,140
sent429,部,140
sent430,主,0
sent431,管,0
sent432,，,0
sent433,中,14
sent434,央,140
sent435,电,140
sent436,化,140
sent437,教,140
sent438,育,140
sent439,馆,140
sent440,主,0
sent441,办,0
sent442,的,0
sent443,专,0
sent444,业,0
sent445,学,0
