sent11,景,8
sent12,玉,88
sent13,慧,88
sent14,，,0
sent15,沈,8
sent16,书,88
sent17,生,88
sent18,于,0
sent19,2,1
sent110,0,11
sent111,2,11
sent112,1,11
sent113,年,11
sent114,0,11
sent115,4,11
sent116,月,11
sent117,2,11
sent118,7,11
sent119,日,11
sent120,发,0
sent121,表,0
sent122,了,0
sent123,：,0
sent124,理,0
sent125,解,0
sent126,学,17
sent127,习,170
sent128,空,170
sent129,间,170
sent130,：,0
sent131,概,0
sent132,念,0
sent133,内,0
sent134,涵,0
sent135,、,0
sent136,本,0
sent137,质,0
sent138,属,0
sent139,性,0
sent140,与,0
sent141,结,0
sent142,构,0
sent143,要,0
sent144,素,0
sent145,。,0
sent21,教,17
sent22,学,170
sent23,范,170
sent24,式,170
sent25,向,0
sent26,学,17
sent27,习,170
sent28,范,170
sent29,式,170
sent210,转,0
sent211,型,0
sent212,之,0
sent213,际,0
sent214,，,0
sent215,重,0
sent216,新,0
sent217,设,0
sent218,计,0
sent219,作,0
sent220,为,0
sent221,教,0
sent222,育,0
sent223,变,0
sent224,革,0
sent225,媒,0
sent226,介,0
sent227,的,0
sent228,学,17
sent229,习,170
sent230,空,170
sent231,间,170
sent232,成,0
sent233,为,0
sent234,重,0
sent235,要,0
sent236,的,0
sent237,研,0
sent238,究,0
sent239,命,0
sent240,题,0
sent241,。,0
sent31,然,0
sent32,而,0
sent33,，,0
sent34,当,0
sent35,前,0
sent36,对,0
sent37,学,17
sent38,习,170
sent39,空,170
sent310,间,170
sent311,尚,0
sent312,未,0
sent313,形,0
sent314,成,0
sent315,清,0
sent316,晰,0
sent317,的,0
sent318,认,0
sent319,知,0
sent320,。,0
sent41,文,0
sent42,章,0
sent43,首,0
sent44,先,0
sent45,立,0
sent46,足,0
sent47,学,17
sent48,习,170
sent49,空,170
sent410,间,170
sent411,与,0
sent412,学,17
sent413,习,170
sent414,环,170
sent415,境,170
sent416,交,0
sent417,叉,0
sent418,混,0
sent419,用,0
sent420,现,0
sent421,状,0
sent422,，,0
sent423,通,0
sent424,过,0
sent425,概,0
sent426,念,0
sent427,辨,0
sent428,析,0
sent429,得,0
sent430,到,0
sent431,学,17
sent432,习,170
sent433,空,170
sent434,间,170
sent435,是,0
sent436,中,0
sent437,介,0
sent438,物,0
sent439,，,0
sent440,是,0
sent441,学,0
sent442,习,0
sent443,发,0
sent444,生,0
sent445,的,0
sent446,间,0
sent447,接,0
sent448,支,0
sent449,持,0
sent450,条,0
sent451,件,0
sent452,，,0
sent453,学,17
sent454,习,170
sent455,环,170
sent456,境,170
sent457,是,0
sent458,刺,0
sent459,激,0
sent460,物,0
sent461,，,0
sent462,是,0
sent463,学,0
sent464,习,0
sent465,发,0
sent466,生,0
sent467,的,0
sent468,直,0
sent469,接,0
sent470,支,0
sent471,持,0
sent472,条,0
sent473,件,0
sent474,；,0
sent475,其,0
sent476,次,0
sent477,，,0
sent478,通,0
sent479,过,0
sent480,认,0
sent481,识,0
sent482,发,0
sent483,生,0
sent484,过,0
sent485,程,0
sent486,与,0
sent487,生,0
sent488,物,0
sent489,学,0
sent490,蛋,0
sent491,白,0
sent492,质,0
sent493,合,0
sent494,成,0
sent495,过,0
sent496,程,0
sent497,的,0
sent498,类,0
sent499,比,0
sent4100,，,0
sent4101,得,0
sent4102,到,0
sent4103,学,17
sent4104,习,170
sent4105,空,170
sent4106,间,170
sent4107,具,0
sent4108,有,0
sent4109,“,0
sent4110,居,0
sent4111,所,0
sent4112,”,0
sent4113,与,0
sent4114,“,0
sent4115,转,0
sent4116,运,0
sent4117,”,0
sent4118,双,0
sent4119,重,0
sent4120,属,0
sent4121,性,0
sent4122,；,0
sent4123,最,0
sent4124,后,0
sent4125,，,0
sent4126,基,0
sent4127,于,0
sent4128,双,0
sent4129,重,0
sent4130,属,0
sent4131,性,0
sent4132,提,0
sent4133,炼,0
sent4134,出,0
sent4135,学,0
sent4136,习,0
sent4137,空,0
sent4138,间,0
sent4139,的,0
sent4140,结,0
sent4141,构,0
sent4142,要,0
sent4143,素,0
sent4144,，,0
sent4145,“,0
sent4146,居,0
sent4147,所,0
sent4148,”,0
sent4149,属,0
sent4150,性,0
sent4151,锁,0
sent4152,定,0
sent4153,的,0
sent4154,实,0
sent4155,体,0
sent4156,场,0
sent4157,所,0
sent4158,和,0
sent4159,虚,0
sent4160,拟,0
sent4161,场,0
sent4162,所,0
sent4163,，,0
sent4164,“,0
