sent11,学,17
sent12,生,170
sent13,投,170
sent14,入,170
sent15,是,0
sent16,高,0
sent17,等,0
sent18,教,0
sent19,育,0
sent110,质,0
sent111,量,0
sent112,和,0
sent113,学,0
sent114,习,0
sent115,成,0
sent116,果,0
sent117,的,0
sent118,重,0
sent119,要,0
sent120,影,0
sent121,响,0
sent122,因,0
sent123,素,0
sent124,对,0
sent125,于,0
sent126,高,0
sent127,等,0
sent128,教,0
sent129,育,0
sent130,评,0
sent131,估,0
sent132,与,0
sent133,改,0
sent134,革,0
sent135,具,0
sent136,有,0
sent137,积,0
sent138,极,0
sent139,作,0
sent140,用,0
sent141,受,0
sent142,到,0
sent143,了,0
sent144,国,0
sent145,内,0
sent146,外,0
sent147,研,0
sent148,究,0
sent149,者,0
sent150,的,0
sent151,广,0
sent152,泛,0
sent153,关,0
sent154,注,0
sent155,。,0
sent21,文,0
sent22,章,0
sent23,以,0
sent24,构,0
sent25,建,0
sent26,学,17
sent27,生,170
sent28,投,170
sent29,入,170
sent210,模,0
sent211,型,0
sent212,为,0
sent213,基,0
sent214,础,0
sent215,采,0
sent216,用,0
sent217,典,12
sent218,型,120
sent219,相,120
sent220,关,120
sent221,分,120
sent222,析,120
sent223,和,0
sent224,数,12
sent225,据,120
sent226,挖,120
sent227,掘,120
sent228,方,0
sent229,法,0
sent230,相,0
sent231,结,0
sent232,合,0
sent233,识,0
sent234,别,0
sent235,学,17
sent236,生,170
sent237,投,170
sent238,入,170
sent239,的,0
sent240,相,0
sent241,关,0
sent242,因,0
sent243,素,0
sent244,并,0
sent245,对,0
sent246,学,8
sent247,生,88
sent248,学,0
sent249,习,0
sent250,行,0
sent251,为,0
sent252,进,0
sent253,行,0
sent254,分,0
sent255,类,0
sent256,研,0
sent257,究,0
sent258,。,0
sent31,分,0
sent32,析,0
sent33,发,0
sent34,现,0
sent35,学,17
sent36,生,170
sent37,投,170
sent38,入,170
sent39,与,0
sent310,学,0
sent311,生,0
sent312,家,0
sent313,庭,0
