sent11,因,0
sent12,此,0
sent13,，,0
sent14,构,0
sent15,建,0
sent16,整,0
sent17,合,0
sent18,人,12
sent19,工,120
sent110,智,120
sent111,能,120
sent112,技,120
sent113,术,120
sent114,的,0
sent115,学,17
sent116,科,170
sent117,教,170
sent118,学,170
sent119,知,170
sent120,识,170
sent121,模,170
sent122,型,170
sent123,（,0
sent124,A,17
sent125,I,170
sent126,-,170
sent127,T,170
sent128,P,170
sent129,A,170
sent130,C,170
sent131,K,170
sent132,）,0
sent133,已,0
sent134,然,0
sent135,成,0
sent136,为,0
sent137,一,0
sent138,个,0
sent139,重,0
sent140,要,0
sent141,的,0
sent142,课,0
sent143,题,0
sent144,。,0
sent21,A,17
sent22,I,170
sent23,-,170
sent24,T,170
sent25,P,170
sent26,A,170
sent27,C,170
sent28,K,170
sent29,超,0
sent210,越,0
sent211,了,0
sent212,T,17
sent213,P,170
sent214,A,170
sent215,C,170
sent216,K,170
sent217,从,0
sent218,工,0
sent219,具,0
sent220,层,0
sent221,面,0
sent222,来,0
sent223,看,0
sent224,待,0
sent225,技,0
sent226,术,0
sent227,，,0
sent228,其,0
sent229,内,0
sent230,涵,0
sent231,是,0
sent232,人,17
sent233,机,170
sent234,协,170
sent235,同,170
sent236,思,170
sent237,维,170
sent238,下,0
sent239,人,12
sent240,工,120
sent241,智,120
sent242,能,120
sent243,技,120
sent244,术,120
sent245,、,0
sent246,学,18
sent247,科,180
sent248,内,180
sent249,容,180
sent250,、,0
sent251,教,18
sent252,学,180
sent253,方,180
sent254,法,180
sent255,之,0
sent256,间,0
sent257,的,0
sent258,交,0
sent259,互,0
sent260,关,0
sent261,系,0
sent262,，,0
sent263,其,0
sent264,发,0
sent265,展,0
sent266,途,0
sent267,径,0
sent268,主,0
sent269,要,0
sent270,有,0
sent271,从,0
sent272,P,0
sent273,C,0
sent274,K,0
sent275,到,0
sent276,A,0
sent277,I,0
sent278,-,0
sent279,T,0
sent280,P,0
sent281,A,0
sent282,C,0
sent283,K,0
sent284,、,0
sent285,从,0
sent286,A,0
sent287,I,0
sent288,-,0
sent289,T,0
sent290,P,0
sent291,K,0
sent292,到,0
sent293,A,0
sent294,I,0
sent295,-,0
sent296,T,0
sent297,P,0
sent298,A,0
sent299,C,0
sent2100,K,0
sent2101,以,0
sent2102,及,0
sent2103,A,0
sent2104,I,0
sent2105,-,0
sent2106,T,0
sent2107,P,0
sent2108,A,0
sent2109,C,0
sent2110,K,0
sent2111,与,0
sent2112,P,0
sent2113,C,0
sent2114,K,0
sent2115,同,0
sent2116,步,0
sent2117,发,0
sent2118,展,0
sent2119,，,0
sent2120,教,0
sent2121,学,0
sent2122,实,0
sent2123,践,0
sent2124,新,0
sent2125,形,0
sent2126,态,0
sent2127,表,0
sent2128,现,0
sent2129,在,0
sent2130,“,0
sent2131,A,18
sent2132,I,180
sent2133,+,180
sent2134,教,180
sent2135,师,180
sent2136,”,0
sent2137,的,0
sent2138,协,17
sent2139,同,170
sent2140,教,170
sent2141,学,170
sent2142,、,0
sent2143,数,0
sent2144,据,0
sent2145,驱,0
sent2146,动,0
sent2147,的,0
sent2148,精,18
sent2149,准,180
sent2150,教,180
sent2151,学,180
sent2152,、,0
sent2153,按,0
sent2154,需,0
sent2155,定,0
sent2156,制,0
sent2157,的,0
sent2158,个,18
sent2159,性,180
sent2160,化,180
sent2161,教,180
sent2162,学,180
sent2163,以,0
sent2164,及,0
sent2165,虚,0
sent2166,实,0
sent2167,共,0
sent2168,生,0
sent2169,的,0
sent2170,沉,18
sent2171,浸,180
sent2172,式,180
sent2173,教,180
sent2174,学,180
sent2175,。,0
sent31,A,17
sent32,I,170
sent33,-,170
sent34,T,170
sent35,P,170
sent36,A,170
sent37,C,170
sent38,K,170
sent39,理,170
sent310,论,170
sent311,框,170
sent312,架,170
sent313,的,0
sent314,提,0
sent315,出,0
sent316,，,0
sent317,对,0
sent318,教,8
sent319,师,88
sent320,人,12
sent321,工,120
sent322,智,120
sent323,能,120
sent324,技,120
sent325,术,120
sent326,应,0
sent327,用,0
sent328,能,0
sent329,力,0
sent330,发,0
sent331,展,0
sent332,、,0
sent333,人,12
sent334,工,120
sent335,智,120
sent336,能,120
sent337,技,120
sent338,术,120
sent339,与,0
sent340,课,17
sent341,程,170
sent342,整,170
sent343,合,170
sent344,教,170
sent345,学,170
sent346,实,170
sent347,践,170
sent348,、,0
sent349,智,17
sent350,能,170
sent351,学,170
sent352,习,170
sent353,环,170
sent354,境,170
sent355,开,170
sent356,发,170
sent357,等,0
sent358,，,0
sent359,均,0
sent360,有,0
sent361,一,0
sent362,定,0
sent363,的,0
sent364,借,0
sent365,鉴,0
sent366,意,0
sent367,义,0
sent368,。,0
sent41,张,8
sent42,艳,88
sent43,丽,88
sent44,，,0
sent45,袁,8
sent46,磊,88
sent47,，,0
sent48,王,8
sent49,以,88
sent410,宁,88
sent411,，,0
sent412,张,8
sent413,海,88
sent414,，,0
sent415,谭,8
sent416,姣,88
sent417,连,88
sent418,于,0
sent419,2,1
sent420,0,11
sent421,2,11
sent422,0,11
sent423,年,11
sent424,0,11
sent425,9,11
sent426,月,11
sent427,1,11
sent428,5,11
sent429,日,11
sent430,发,0
sent431,表,0
sent432,了,0
sent433,：,0
sent434,数,12
sent435,字,120
sent436,孪,120
sent437,生,120
sent438,与,0
sent439,全,12
sent440,息,120
sent441,技,120
sent442,术,120
sent443,融,0
sent444,合,0
sent445,下,0
sent446,的,0
sent447,未,0
sent448,来,0
sent449,学,0
sent450,习,0
sent451,：,0
sent452,新,0
sent453,内,0
sent454,涵,0
sent455,、,0
sent456,新,0
sent457,图,0
sent458,景,0
sent459,与,0
sent460,新,0
sent461,场,0
sent462,域,0
sent463,。,0
sent51,数,12
sent52,字,120
sent53,孪,120
sent54,生,120
sent55,和,0
sent56,全,12
sent57,息,120
sent58,技,120
sent59,术,120
sent510,正,0
sent511,逐,0
sent512,渐,0
sent513,渗,0
sent514,透,0
sent515,到,0
sent516,人,0
sent517,类,0
sent518,工,0
sent519,作,0
sent520,、,0
sent521,生,0
sent522,活,0
sent523,与,0
sent524,学,0
sent525,习,0
sent526,场,0
sent527,景,0
sent528,中,0
sent529,，,0
sent530,但,0
sent531,是,0
sent532,如,0
sent533,何,0
sent534,将,0
sent535,二,0
sent536,者,0
sent537,融,0
sent538,合,0
sent539,并,0
sent540,在,0
sent541,教,0
sent542,育,0
sent543,场,0
sent544,域,0
sent545,发,0
sent546,挥,0
sent547,价,0
sent548,值,0
sent549,的,0
sent550,研,0
sent551,究,0
sent552,相,0
sent553,对,0
sent554,较,0
sent555,少,0
sent556,。,0
sent61,数,12
sent62,字,120
sent63,孪,120
sent64,生,120
sent65,与,0
sent66,全,12
sent67,息,120
sent68,技,120
sent69,术,120
sent610,的,0
sent611,关,0
sent612,联,0
sent613,性,0
sent614,与,0
sent615,差,0
sent616,异,0
sent617,性,0
sent618,使,0
sent619,其,0
sent620,在,0
sent621,教,0
sent622,育,0
sent623,场,0
sent624,景,0
sent625,中,0
sent626,具,0
sent627,有,0
sent628,广,0
sent629,阔,0
sent630,的,0
sent631,应,0
sent632,用,0
sent633,空,0
sent634,间,0
sent635,，,0
sent636,影,0
sent637,响,0
sent638,着,0
sent639,未,0
sent640,来,0
sent641,学,0
sent642,习,0
sent643,的,0
sent644,内,0
sent645,涵,0
sent646,、,0
